title,author,content
The Lord of the Rings: The Return of the King,Wuchak,"Too much CGI, redundancy, clichés and drawn out “looks of love” for my tastes.

RELEASED 2003 and directed by Peter Jackson, “The Lord of the Rings: The Return of the King” adapts the third part of JRR Tolkien’s popular fantasy trilogy about adventures on Middle-Earth: Frodo (Elijah Wood), Sam (Sean Astin) and Gollum (Andy Serkis) continue to try to make their way to Mount Doom to destroy the One Ring. Meanwhile Aragorn (Viggo Mortensen), Legolas the Elf (Orlando Bloom), Gimli the Dwarf (John Rhys-Davies), Gandalf the wizard (Ian McKellen), King Theoden (Bernard Hill) and Faramir (David Wenham) join forces to fight Sauron's army at the stone city of Minas Tirith and, later, draw the forces of Modor out as a distraction for Frodo to accomplish his goal. Billy Boyd and Dominic Monaghan are on hand as Hobbits Pippin and Merry.        

While I’m a casual fantasy/adventure fan and have read numerous books of the genre (e.g. Conan, Tarzan, Gor, etc.), I’ve never read Tokien, likely because I’m not into Hobbits, Elves and Dwarfs. After viewing the three movies, The Lord of the Rings strikes me as a mixture of Robin Hood, Conan and The Wizard of Oz, which all possibly influenced Tolkien’s writing of the Rings trilogy in 1937-1949. So, if you think a meshing of “Conan the Barbarian” (1982) and “Robin Hood: Prince of Thieves” (1991) with “The Wizard of Oz” (1939) sounds good, then you’ll probably like these movies more than me. 

“The Return of the King” is just more of the same showcased in the first two movies, but even LONGER. Take the Battle of Minas Tirith, for example. It’s basically the same as The Battle at Helms Deep in the previous movie, except with colossal elephant-like creatures and the Army of the Dead. These two battles are similar enough that they could’ve been condensed into one conflict. Speaking of the Army of the Dead, this was an interesting new element, as was the horrifying spider-monster that Frodo & Sam face inside the caves.   

Like the first two movies, the characters are diverse, the tale is creative, there’s a lot of dark action rounded out by softer scenes and everything LOOKS and SOUNDS magnificent. Unfortunately, as with “The Two Towers,” there’s excessive use of CGI (aka CGI porn). If cartoony CGI is your thang then you’ll likely appreciate this installment more than me.        

There are other problems: While the characters are inspired, they’re also thin and rather uninteresting, at least for mature people who require more depth to hold their attention. Take Legolas (Bloom), for example; we never get to know him. Or consider Aragorn: Mortensen is perfect as the noble warrior, but in the ENTIRE trilogy he probably only has like two full pages of dialog, maybe three. Also, I found the story generally disengaging. I was never much enthralled by the characters and their pursuits, although devotees of Tolkien might be. 

Then there are WAY too many “looks of love” between characters, particularly Frodo and Sam (I was so happy to see one character get married and have kids, if you catch my drift). There’s also a sense of redundancy, like the aforementioned battles (Helms Deep and Minas Tirith). Or consider the hokey dangling from a cliff by one’s fingers: This was already done with Gandalf at the end of the first part and beginning of the next. Did we really need the entire trilogy to come down to this type of eye-rolling cliché?    

Another problem is the lack of feminine protagonists. There’s Miranda Otto as Éowyn, Théoden's niece, who becomes infatuated with Aragorn and masquerades as a warrior-ess. Other than that all we have are cameos by Liv Tyler (Arwen), Cate Blanchett (Galadriel) and a Hobbit’s wife. “Mythica: A Quest for Heroes” (2014) cost LESS THAN $100,000 to make, which is a mere fraction of the $94 million it cost to make this blockbuster and the creators knew enough to throw in a couple of prominent babes as heroines in the story. So did “Conan the Barbarian” and “Dungeons & Dragons: Wrath of the Dragon God” (2005). It’s not rocket science. 

As noted above, the movie’s needlessly overlong and things could’ve been condensed in the trilogy or omitted altogether. When the main storyline ultimately ends at Mount Doom I was thinking there was maybe 12-15 minutes left with half of that time being credits. Nope, there was STILL 30 MINUTES LEFT wherein boring goodbyes and “looks of love” are tacked on. 

Despite these honest quibbles, “The Return of the King,” and the trilogy in general, was an ultra-ambitious undertaking and is a must for fantasy/adventure aficionados, particularly those who favor Tolkien, Hobbits, Elves, Gnomes and the like.                      

THE MOVIE RUNS 3 hours 21 minutes and was shot in New Zealand.  

GRADE: C"
The Lord of the Rings: The Return of the King,JPV852,"Great finale to a great trilogy. The action and battle sequences were amazing and even though I've seen this a few times over the years, still thrilling to the end. I didn't even mind the multiple endings as I had in the past, nice each character got their due. **4.75/5**"
The Lord of the Rings: The Return of the King,r96sk,"An outstanding end to the trilogy.

I expected a lot from <em>'The Lord of the Rings: The Return of the King'</em> so I am delighted to see it produce on so many levels. I, funnily enough, wouldn't actually say it's necessarily the most perfect execution - what with the plot coincidences and extreme character armour. But that doesn't matter one jot whatsoever, as the story wraps up in arguably the best way - at least to watch - possible. It has so much heart and feeling to it.

The story involving the characters of Elijah Wood, Sean Astin and Andy Serkis remained the most interesting to me, I was very satisfied with how it concluded in regards to them. I also enjoyed the bits we got of Viggo Mortensen, Ian McKellen & Co. All that added to the beautiful look and creation of the film, with the world coming alive splendidly.

If I were to nit-pick further, I would say the run time is slightly too long. The pacing is absolutely fine, very good in fact, but I coulda done without a few of the many end scenes - a lot of which are necessary and welcome, but a couple could've been left out to allow the viewer to imagine how the world continued. That's just how I feel mind, I'm sure I'm one of only a few that think that way.

Back onto the positives: how about those battle sequences? Astonishingly good. A sensational trilogy, no question about it. I look forward to seeing <em>'The Hobbit'</em> films."
The Lord of the Rings: The Return of the King,pokycoder,"As an avid fan of Tolkien's The Lord of the Rings from long before New Line announced this movie ""trilogy,"" I must say all three films were fairly large disappointments.  Now, mind you, I am not your usual, ""The book is better"" movie reviewer.  But it is almost like Peter Jackson went out of his way to take out the most crucial elements of the books and replace it with drivel.  Also every line that sounds even remotely cool in the books must be given to Gandalf, no matter who actually said it...  That's just frustrating, despite Sir Ian McKellen's stellar performance.  With what I would hope is the obvious exception of Orlando Bloom's third dismal performance as Legolas, the actors all did quite well; the characters were just not allowed to shine as they do in the books.

I see that the common consensus is that this movie is too long, and I agree.  What's most frustrating about that to me is that this movie had to finish The Two Towers since that film did not complete, and then this film left out the pivotal ending of the saga.  The Return of the King is actually the shortest volume of the three (there are six books, two in each volume).  As some have noted, the film noticeably scraps the scouring of the Shire, but for those who might have hoped for a fourth installment to finish that story, Peter Jackson dashed all hopes by disturbingly killing off Saruman at the beginning of the extended edition.  By the by, I understand many people feel that the scouring of the Shire is anticlimactic after the final defeat of Sauron, but for myself, I think the point that there is still evil in the world, and that heroes must still rise to fight it, is one of Tolkien's triumphs.  Back to my main point, though: the books were shorter while telling more story, because despite his depth and detail, Tolkien understood how to drive  a story along.  Peter Jackson, on the other hand, fails on that count.

Anyway, I am someone who always hoped that these movies would be made (I grew up watching the animations produced by Rankin/Bass and Fantasy Films).  But now I suppose I'll have to wait until someone is daring enough to try again, despite the overwhelming success of these films (which will probably not happen in my lifetime).  In the meantime, I'll continue to read the books every year."
The Lord of the Rings: The Return of the King,drystyx,"A fitting end to a classic trilogy.
Frodo, Samwise, and Gollum journey through a Hell on what is called ""Middle Earth"", while Gandalf, Aragorn, Gimli, and Legolas go to war. King Theoden must decide whether to help those who would not help him. Merry wants to war, but is too small. Pippin finds himself getting in more and more mischief.
Lots of subplots. Never a dull second. Masterfully dierected.
What more can be said? Truly mesmerizing every step of the way, and a movie with maybe four endings that just lead into each other, and we still can't get enough."
The Lord of the Rings: The Return of the King,CinemaSerf,"I've just seen this on the big screen for the first time since I saw it at London's sadly now long-gone Odeon at Marble Arch, which - at the time - boasted the biggest screen in the UK, and it has lost little of it's magic. Continuing with the interwoven tales of ""Frodo"", ""Sam"" and their treacherous guide ""Gollum"" as they trek through fire and brimstone to get the ring to Mount Doom; whilst Gandalf, Aragorn and the surviving members of the fellowship try to stem the might of ""Sauron"" and his armies of orcs and their allies. While this is undoubtedly a magnificent piece of cinema, I find the story drags a bit. I found the the focus to be too much on the less interesting characters - the lovelorn ""Eowyn"" (Miranda Otto); the delusional ""Denethor"" (John Noble) and decent but rather wimpish ""Faramir"" (David Wenham) as ""Gondor"" faces the wrath of their nemesis, and that slows the pace from the action just when it ought to be building. The delightful, friendly, rivalry between ""Gimli"" & ""Legolas"" features all too sparingly and it's got too ponderous a narrative to sustain the four hours the otherwise visionary Peter Jackson has created. Fortunately, the triple-header quest with Elijah Wood, Sean Astin and a superb Andy Serkis keep the other strand moving along suspensefully and tensely. The battle scenes are superb, though - when we get them, the effects really do rise to the occasion and, of course, the striking cinematography coupled with the inspired themes from Howard Shore contribute to a thoroughly entertaining adaptation of a thoroughly captivating fantasy adventure. If you make it past the start of the credits, there is the gloriously haunting ""Into the West"" from Annie Lennox to top off this finest of trilogies. The Oscar/BAFTA awards this achieved are a just reward for years of stunningly creative effort from thousands of people who turned the imagination of a 20th Century English academic into films that will last forever."
Schindler's List,Mayurpanchamia,"Directed by Steven Spielberg, the name is enough. He enjoys immense love and justified appreciation. It’s not just a rumour, but his name transcends to million footfalls to theatres and multiple OTT replays. But this movie is special because as a Jew Spielberg felt the pain of Holocaust and thus this was personal. Spielberg’s paternal grandparents were Jews from Ukraine. I really hope things cool down very soon in Ukraine and somebody someday make a film on the crisis in Ukraine.

After watching “The Kashmir Files” I felt like watching the list because I wanted to see how we can make better movies without the propaganda. The Kashmir Files is necessary minus the very few political flaws and propaganda it subtly injects into its viewers. Asking the questions is not anti-national and not all JNU people come with an agenda. Kashmir Files tells many truths and ought to be told but also hides a lot of the actual/factual truths. Just like a dictator it blatantly shows only the side they want to without any iota of balance.

But Schindler’s List is different because it never lets the bleakness of the Holocaust overwhelm its important theme of fighting for the common good. The director says, “My primary purpose in making Schindler’s List was for education. The Holocaust had been treated as just a footnote in so many textbooks or not mentioned at all. Millions knew little if anything about it. Others tried to deny it happened at all.”

Keneally’s best-known work, Schindler’s Ark was published in 1982; also known as Schindler’s List and film released in 1993, tells the true story of Oskar Schindler, a German industrialist who saved more than 1,300 Jews from the Nazis. . Liam Neeson plays very well Schindler however shows his true side that he was a playboy and so on. He was not a saint. He cheated on his wife, drank excessively and spied for Abwehr, the counter-espionage arm of the Wehrmacht (German army), in Czechoslovakia.

But the true characteristics of human beings cannot be spliced even in the most fascist regimes. Sometimes character flaws bring in real joy, excitement and belief. Steven Spielberg’s movie, Schindler’s List, while important, impressive and admirable in many respects, tries to show the true face of propaganda and mass bullshit and how an entire nation can be mass brainwashed to fuel hatred amoung it’s people and bring a great nation down. Something India and Indians need to really ponder upon.

After Germany invaded Poland in 1939, Oskar Schindler sets up an enamelware factory in Krakow that used a combination of Jewish workers interred by the Germans and free Polish workers. His initial interest, of course, was to make money. But as time went on, he grew to care about his Jewish workers, particularly those with whom he came into contact on a daily basis. In addition, helping Jews became a way to fight against what he viewed as disastrous and brutal policies emanating from Adolf Hitler and the SS. Oskar Schindler convinced German authorities his factory was vital and that he needed trained workers. But Schindler did not author or dictate the list instead, Marcel Goldberg, a Jewish “clerk” compiled it. There is a line in the movie which goes like, “That’s not just good old fashioned Jew hate talk. Its policy now” and it hits hard and makes us aware that nothing has changed in present too. Itzhak Stern, played in the movie by Ben Kingsley was one of the most powerful character more of culmination of lot of people at that time. Oskar Schindler was a great man publicly and a not so great man privately but he saved the lives of more than 1,000 Jews during the Holocaust and that’s why a movie has been made on him. The imperfections in his character and the nuances in the historical record only make his story more remarkable.

The movie’s budget was just $22 million. No one had ever made a profitable film about the Holocaust. Spielberg himself didn’t take a salary, calling it “blood money.” Something Vivek Agnihotri and makers of “The Kashmir Files” should ponder upon. As I write this Kashmir Files has already touched 250 Cr. Such sensitive films should come with not just spontanity but also empathy which is found in Spielberg and lacks in Agnihotri’s.

This movie reminded me of another Spielberg movies which moved and caved in Bridge of Spies. Bridge was about the fine art of negotiation and the List is about the fine art of “Gratitude” you will hear this word a lot in the Schindler’s List. I felt both the movies very similar and fantastic.

The use of black and white cinematography also makes me think of “KOTA FACTORY” both shot in black and white to resemble the dark and hollowness of the subject material. Art does make you uncomfortable and that’s it’s Dharma and Karma but propoganda does give you only the bigoted narration with giving the example that his master is always a good guy.

In one scene, Schindler implores Goeth to spray water into the cars on a hot day to help the dehydrated Jews inside. Goeth tells him that to do so would give false hope—a clear implication that the trains deliver Jews to their deaths.The lists become increasingly ominous during sorting exercises to determine who is fit to work or who is “essential” and who is not. Those deemed “unessential” are placed on the list to be evacuated to extermination camps. Stern’s name appears on a list sending him to Auschwitz. When Schindler saves him, an SS officer mentions that it doesn’t matter which Jew gets on the train, and that keeping track of names just means more paperwork. This disregard for names and particularity symbolizes the extent to which the Nazis dehumanized Jews. Schindler’s list is one that saves lives. The Nazis’ lists represent evil and death, but Schindler’s list represents pure good and life. In an ironic twist, the final list in the film is a list that Schindler’s workers give to him—a list of their signatures vouching for Schindler as a good man, to help him if Allied soldiers catch him. The saved in turn become saviors.

The one-armed man who thanks Schindler for employing him and making him “essential” is shot in the head by an SS officer as he shovels snow the next day. Blood flows from his head, staining the surrounding snow. In a later scene, Goeth orders the execution of a Jewish woman engineer who tells Goeth of a fatal construction error. Her blood, too, pours from her head and darkens the snow around her. The blood pouring from the victims’ heads is both literally and metaphorically the lifeblood being bled out of the Jewish race. In yet another scene, Goeth attempts to execute a rabbi working at the Plaszów labor camp. The rabbi stays kneeling as Goeth again and again attempts to shoot him in the head. But the gun jams, and the rabbi is spared, symbolizing the tenuous protection the Schindlerjuden had and the fine line between life and death.

The film talks about the corruption of not just money but hearts and minds too. It shows us privileges and different aspects of life while keeping humanity before profits and ideologies. Intricacies of personal and professional lives are intertwined here for the good sake.

The film ends with – “WHOEVER SAVES ONE LIFE, SAVES THE WORLD ENTIRE.”

The actual Oskar Schindler died in 1974 and was buried in Jerusalem on Mount Zion. He is the only former member of the Nazi Party to be honored in this way. He and his wife Emilie were named Righteous Among the Nations by the Israeli government in 1993, something that would be hard to believe could happen without the film highlighting his life. 

As we all know, Spielberg and the film went on to win several Academy Awards for Schindler’s List, including Best Picture and Best Director. The film also won for Best Screenplay, Best Cinematography, and Best Editing. Spielberg would win another Best Director Oscar for Saving Private Ryan five years later, but for him what happened with Schindler would be his crowning achievement. 

Schindler’s List is a rare movie whose legacy is just as important as its existence.

Perhaps the lasting legacy of the film, aside from tolerance, is the image of the girl in red. During the liquidation of the ghetto scene, we see a little girl wandering. She serves as the person Schindler and the audience fixate on. The weight of the atrocity that we carry as viewers.When prompted to talk about one of the only color moments in the film, the girl in red, Spielberg told USA Today, “In (Thomas Keneally’s) book, Schindler couldn’t get over the fact that a little girl was walking during the liquidation of the Krakow ghetto. While everyone was being put on trucks or shot in the street, one little girl in a red, red coat was being ignored by the SS.”


For Spielberg, that came to symbolize the blind eye world leaders turned to the murders going on in Europe. “To me, that meant that Roosevelt and Eisenhower—and probably Stalin and Churchill—knew about the Holocaust… and did nothing to stop it. It was almost as though the Holocaust itself was wearing red.” Same repeats in Ukraine too.

Spielberg helped develop and found The Shoah Foundation. It furthered the education and established “The Survivors of the Shoah Visual History Foundation” to document the testimonies of thousands of survivors. For Spielberg, he wanted future generations to have these eyewitness accounts to serve as a permanent record. He hoped that there would never be a time we saw Nazism and fascism on the rise again. The project has collected the testimony of more than 55,000 survivors and witnesses to the Holocaust as well as other atrocities. “It wouldn’t have happened without Schindler’s List,” he said. “The Shoah Foundation wouldn’t exist.” Something the Hypocritic Vivek Agnihotri should think about. I still stand by that “The Kashmir files” should be shown to everyone without propoganda and only one agenda that this atrocities and “Genocide” should not be repeated on any one anywhere.

The film is available on Netflix. Go, watch, think.

https://letterboxd.com/mayurpanchamia/film/schindlers-list/

https://mayurpanchamia.wordpress.com/2022/03/27/schindlers-list/

https://www.themoviedb.org/review/62405d62706e56005dc24c03
"
Schindler's List,CinemaSerf,"There's a powerful little low-budget effort with Ralph Richardson called ""The Silver Fleet"" (1943) that illustrates just how difficult it was for those in the occupied territories to continue to do what was right without looking like a collaborator and/or ending up against a wall of Nazi bullets. Well here, Steven Spielberg takes that dangerous occupation and scales it up somewhat as the eponymous Czech industrialist and arms manufacturer (Liam Neeson) finds his increasing revulsion to the brutality of their new occupying power driving him, with the able assistance of his Jewish factory manager ""Stern"" (Ben Kingsley), to find ways to keep them from being routinely slaughtered. Getting them out is not really an option, so he invents ways of convincing the authorities that they are more useful alive and decently fed/housed - even suggesting the usefulness of children's small fingers to polish shell casings - to avoid them being deported to the now fully functioning Auchwitz extermination camp. The story is history but the manner in which it is delivered here is poignant and potent. Schindler's gradual shift from a venally induced indifference to one of active concern is well handled by Neeson's considered performance and Kingsley works well as his low-level but crucial co-conspirator. Plaudits must also go to Ralph Fiennes with, I think, the best portrayal of his career as the odious Commandant Goeth who combines just about every element of the worst in human nature into one ghastly individual eliciting a palpable degree of loathing. Does it need to be 3¼ hours long? Well I'm not so sure about that, and there are times when the repetitive oppressiveness of their gruelling environment risks de-sensitising the message a little, but for the most part the abusive and terrifying lives led by the Jewish prisoners and the increasingly perilous path being taken by those trying to help is well held together with some stunning cinematography and an untypical John Williams score. It's definitely a big screen occasion - somehow television reduces it's impact, so if you can see it in a cinema. Either way, it does offer some salutary lessons in man's inhumanity, and humanity to our fellow man!"
Schindler's List,Zak_Jaggs,"Emotionally powerful and historically very important. This film deals with possibly the hardest topic in human history, and it does it with class, purpose and excellent filmmaking. Liam Neeson is brilliant as Schindler; Fiennes is utterly horrifying as the terrible Goth and all the other character actors hit the mark brilliantly. The decision to make it black and white makes Schindler's List stand-out and feel distinct, it is a piece of genius. In the end this film is about the utter depravity that humanity is capable of, and the utterly brilliant heroism humanity is capable of, WW2 and the Holocaust in real life brought out the worst in us as a species and it bought out the best of us, this film captures that, but it also captures the complexities of the people at the heart of the most dramatic events in world history, no other film does this as well. Top quality and a very good start point for people who are unfimilar with the nitty-gritty of the Nazi regime."
Schindler's List,GenerationofSwine,"I don't know how I feel about this anymore.  When it first came out I loved it.  I thought it was a great film, but I was 13 and it played on my love for history.

Now watching it, it's well done, direction wise I like it.  But Mel Brooks did a better job with B&W lighting in Young Frankenstein.  I know photography, I know film, and a lot of it I wouldn't have done that way. I wouldn't have done it that way and they are really simple lighting and contrast fixes. Some just comes down to a filter. 

And then Ralph Fiennes, you hated him in the movie, but you hated him because of who he was playing, and you were supposed to hate him.  He's hardly in the film and he did the most memorable job.  You almost forget that Liam Neeson is in it. Ralph he even outshines Ben Kingsley, and Ben's certainly made bad choices, but he's usually a good actor all the time.

Watching it now, there's a lot that really should have been done better.  I'm not 13 anymore, it's a AAA flick, there's a lot wrong with it now that I can't get beyond.

It's not bad. I'd still tell you to watch it, it's still an important movie, but now it irritates me."
The Godfather Part II,jkbbr549,This is by far the greatest movie of all time!  Even better than the first Godfather!
The Godfather Part II,Matthew Dixon,"Worthy sequel to the first movie. In something more meditative and unhurried, in something more philosophically meaningful than its legendary predecessor. Backstage games and backstage talks replaced the dramatic mood swings of the main characters and the exchange of fire.

The second film continues the story of Michael Carleone in the role of the Godfather, and also complements the family story with scenes of the formation of the young Vito Andolini and his escape to America. The difficult choice of being young Don, his sphere of expansion of influence opens up new heights and horizons, but also acquires new enemies. Big money and power always keep pace with great temptation, and therefore you should always keep your ears open. After all, the knife in the back can insert exactly the one from whom you do not expect ..."
The Godfather Part II,CinemaSerf,"Building on the first volume, this self-adaptation by writer Mario Puzo and director Francis Ford Coppola develops the story of the new Don - ""Michael"" (Al Pacino). His attempts to expand, and to a certain extent legitimise, the family businesses see him associating with the duplicitous ""Hyman Roth"" (Lee Strasberg) in Cuba; subject to betrayal, assassination attempts and fighting what may be a losing battle to keep his own family together - all whilst doing plenty of Machiavellian manipulation of his own. There is an equally strong parallel thread depicting how his father ""Vito"" (Robert de Niro) rose to prominence after fleeing Sicily after the murder of his family at the hands of ""Don Ciccio"". With the principal characters all now well established, we can hit the ground running with a solid and complex set of inter-connected, character-driven storylines. The superior cast deliver this story really effectively - Robert Duvall and Diane Keaton as the consigliere and wife respectively, standing out. The attention to detail alongside the instantly recognisable Nino Rota score add amply to what is just a great story of Michael's efforts to build upon (and honour) his father's legacy, before he loses all of his own, once prevailing, decency. It is long, and it does miss Brando, but Pacino is on super form as the increasingly ruthless and isolated - even lonely - figure and I reckon this is every bit as good at the ""Godfather"" (1972)."
The Godfather Part II,drystyx,"This Hollywood style formula movie about mobsters isn't as pathetic as the first or third one, simply because it is too dull and poorly directed to stay awake through.
It's basically just a bunch of scenes of people ""talking tough"" or getting killed, with no point.
If you're looking for a plot or story, forget it. There is none. It's a muddled mess. It appears that by the end, the chief mobster is in anguish over whether or not to kill his brother. 
Why? Who knows? None of this makes sense to those of us who aren't born with some super psychic ESP. 
It also appears there's some revenge, but we never know why, or who, or what. It's just a poorly directed and poorly written mess.
It does cure Insomnia, though, which is why it gets a 2 rating instead of a 1."
12 Angry Men,Andres Gomez,Master piece. Fantastic script and evolution of the characters.
12 Angry Men,John Chard,"Unlikely, but it is possible.

12 Angry Men is directed by Sidney Lumet and adapted from a teleplay of the same name by Reginald Rose. The cast is headed by Henry Fonda and Lee J. Cobb. The film tells the story of a jury made up of 12 men as they deliberate the guilt or innocence of a defendant on the basis of reasonable doubt. Except for two short scenes at the beginning and end of the film, it's filmed entirely on one set, that of the jury deliberation room.

Sweaty, gritty, claustrophobic - all words that sit snugly in the context of Lumet's excellently crafted deconstruction of 12 men trying to arrive at one verdict in the case of a Puerto Rican youth on trial for the murder of his father. The evidence appears overwhelming, there's witnesses, a murder weapon and motive, the boy is surely on his way to the electric chair. 11 of the men are convinced he's guilty, only one man stands alone, Henry Fonda's juror number 8, who refuses to turn in a vote of guilty until the evidence and facts are discussed at length. As the others rail against him and tempers get frayed, juror number 8 prompts the others to examine their own prejudices and commitment to justice.

A lesson in tight direction and editing, and with performances to match, 12 Angry Men is quite simply not to be missed by those seeking to venture into classic cinema. 9/10"
12 Angry Men,barrymost,"Jurors:

Martin Balsam

John Fiedler

Lee J. Cobb

E.G. Marshall

Jack Klugman

Edward Binns

Jack Warden

Henry Fonda

Joseph Sweeney

Ed Begley

George Voskovec

Robert Webber

12 jurors deliberate on the guilt or innocence of a young Spanish-American man accused of murdering his father. As the moments tick by, the discussion becomes an expose of each individual man's thoughts, feelings, prejudices, and secrets.

This is Fonda at his best, backed up with excellent support from all 11 of his fellow jurors. Lee J. Cobb is also a standout.

Crackling script by Reginald Rose, with superb direction by Sidney Lumet.  Full of memorable moments and great dialogue and character development; this is one of the greatest courtroom dramas this reviewer has ever seen."
12 Angry Men,AstroNoud,"A timeless classic in which the characters really come to life. Slowly exposing each man's thoughts, personalities and prejudices, ‘12 Angry Men’ isn't really about solving the crime, but about the power of reasoning, discussion and dialogue.

9/10"
12 Angry Men,Krakatoa69,"Unassuming. This is the first impression one may have, upon reading what this movie is about: 12 jurors deliberate about a murder case, where the accused suspect is the victim's son, a 18 y.o. boy. They must reach a unanimous verdict of guilty or innocent.

As it starts, it seems pretty much set, and everybody appears sure of the boy's guilt, except for one man. ""How can someone still have doubt, when so many (incl. more experienced jurors) are so sure?"".

What follows is an exciting and carefully constructed script of more deeply detailed observation and reason-based discussions, often derailed by outburst of anger and impatience, as apparently firm evidence succumb to a more thoughtful and impartial analysis. Ultimately, not all is what it seems - specially true regarding *all* the jurors. Worth re-watching as much as you feel like finding all hidden clues and details therein."
12 Angry Men,CinemaSerf,"Twelve jurors are sent to their deliberating room after hearing the evidence in a murder trial. It's potentially the hottest day of the year as this collection of white, male, individuals take their seats around the table and wait for foreman Martin Balsam - none of the characters have names, here - to call them to order. A first vote is in order - it's a slam dunk - the accused is obviously guilty - 11-1! Henry Fonda is the dissenter. What has he seen that the others missed? What has he not seen that the others have understood? What now ensues is one of the best written and characterised, compelling, dramas cinema has ever produced. Excellent efforts from Lee J. Cobb, in particular, but from all concerned allow the tension to positively leap from the screen at us. This story gradually fills us in with the details of the crime, with the statements of the witnesses and, initially at any rate, illustrates just how cursorily many of these men treat this case. They want to get home for dinner, for a baseball game, to their wives and children. The fact that they are considering the life and death of an eighteen year old man seems tangential to the inconvenience they are facing or to the value they place on this man's survival. Reginald Rose's original screenplay takes us through the whole gamut of human bigotries and intolerances with everything from ageism, racism, respect and sexism rearing their ugly heads as the tension in their discussions rises and the true nature of these characters starts to emerge. Timidity, assertion, rationality - all are on display as these men start with a position that they may well not end up with. Ninety minutes seems far too short - but it works very well, rarely coming up for air - but what will their verdict be? Big screen if you can. Not because the scenario (a jury room) needs it - but there is so much energy and vitality in this film, that is just the best way to appreciate it a strong cast who put their all into their roles - and it works!"
12 Angry Men,Filipe Manuel Neto,"**A very well-made film, with great actors.**

As a non-American myself, it's a little tricky for me to understand how well this justice system works. Don't get me wrong, but in my country it is not usual to resort to this type of trials, where the decision depends largely on the lawyers' ability to convince a group of jurors. Here, the decision depends more on the judge, or on a collective of judges. Resorting to a jury trial is provided for in Portuguese law, but must meet a tight set of prerequisites, which turns out to be a very unusual option.

So to understand this movie better I had to go read a little bit about how a real life jury trial works. And this is where my doubts about this film are greatest. Is it really a film that respects what really happens in the room where a jury deliberates what sentence to pass? Throughout the film, it is quite clear that the trial did not go well, mainly due to a largely ineffective defense and incapable of securing the interest of the accused (something difficult to admit, especially in a case of capital punishment). Could the jury have done anything about it other than pass sentence? I confess, I don't know. I leave this to the jurists, lawyers and people who can understand more about the subject.

The film is a bit like one of those plays that ends up being taken to the cinema: the action takes place overwhelmingly in the same environment, quite confined, and with a limited group of characters who interact with each other and dialogue. Dialogues are an essential part of the film and they are not always nice. It is noted that there is an increase in tensions, and if there are several jurors interested in dismissing the matter and leaving, this changes little by little, as the details are analyzed and doubts about the trial increase. It is a frankly well-written, well-directed film (Sidney Lumet's best) and with a strong and competent cast where Henry Fonda assumes an unequivocal role, giving us one of the best works of his career. Also, Lee J. Cobb deserves a round of applause for the way he interprets and acts, in a deeply caustic character. Every actor has the time and material he needs to do a good job, and they all did.

On a technical level, it is an extremely discreet film, largely due to the low budget it was limited to. However, it is one of those films that proves that it is not necessary to have infinite money to do an excellent job. The setting is very believable, but where Lumet shined was in his clever use of cinematography and shooting angles to amplify feelings of confinement or discomfort. Sometimes, the camera gets so close to the actors' faces that we can see how much the excessive heat and subject tension is getting on their nerves."
12 Angry Men,James,.
The Lord of the Rings: The Fellowship of the Ring,NeoBrowser,"Brooking no argument, history should quickly regard Peter Jackson’s The Fellowship Of The Ring as the first instalment of the best fantasy epic in motion picture history. This statement is worthy of investigation for several reasons.

Fellowship is indeed merely an opening salvo, and even after three hours in the dark you will likely exit the cinema ravenous with anticipation for the further two parts of the trilogy. Fellowship is also unabashedly rooted in the fantasy genre. Not to be confused with the techno-cool of good science fiction, nor even the cutesy charm of family fare like Harry Potter, the territory of Tolkien is clearly marked by goo and goblins and gobbledegook. Persons with an aversion to lines such as, “To the bridge of Khazad-dûm!” are as well to stay within the Shire-like comforts of home (their loss).

With those caveats in place, it bears repeating: fantasy does not come finer. There are electrifying moments — notably the computer-assisted swooping camera through Isengard as it transforms into a factory for evil — when Jackson’s flight of fancy approaches the sublime as the romantic poets would understand it: inspiring awe.

Leaving aside the thorny issue of Tolkien die-hards and their inevitable gripes — “What no Tom Bombadil?” — Jackson’s screenplay (written in collaboration with Fran Walsh and Phillipa Boyens) is both bolder and more judicious than Steven Kloves’ surprisingly timid retread of Harry Potter. In particular, rescuing the romance of Arwen and Aragorn from the footnotes and the elevation of Saruman to all-action bad guy actually has a corrective influence on Tolkien’s often oblique and female-sparse source material.

There are problems, though. The three-hour running time is high on incident and low on discernible form. After successive detours to Elf habitats Rivendell (the watery home of Elrond) and Lothlórien (the forest home of the Lady Galadriel), the uninitiated might well ask why these crazy Elf kids can’t just live together and spare us all this attenuated dramatic structure.

More importantly, the action clearly climaxes in the desperate flight from the Mines Of Moria, where the largely seamless SFX is showcased in the best possible light — total darkness — but the narrative demands a different, downbeat ending. Indeed, but for some fine emotional playing from Bean, Mortensen, Astin and Wood, the final fight might feel like a particularly brutal game of paintball in Bluebell Wood. But then, the real battles are yet to come...


Verdict - Putting formula blockbusters to shame, Fellowship is impeccably cast and constructed with both care and passion: this is a labour of love that never feels laboured. Emotional range and character depth ultimately take us beyond genre limitations, and it deserves to play as wide as a certain Mr. Potter.

5/5

- Colin Kennedy, Empire Magazine"
